"","Own","IntentToBuy","BrandAwareness_Anker","BrandAwareness_Bose","BrandAwareness_JBL","BrandAwareness_Philips","BrandAwareness_Sony","BrandAwareness_UE","BrandAwareness_HarmanKardon","BrandAwareness_Beats","BrandAwareness_None","SubjKnow_r1","SubjKnow_r2","SubjKnow_r3","SubjKnow_r4","SubjKnow_r5","PII_1","PII_2","PII_3","PII_4","PII_5","RelImp_battery","RelImp_weight","RelImp_price","RelImp_sound","Gender","Age","Occupation","Education","Income","brand_awareness","fa","fa2","factor_price.sound","factor_battery","factor_weight","factor_age.occupation.income.education","clusters"
"235",1,0,0,1,1,0,0,0,1,0,0,6,6,5,6,6,5,6,6,6,5,20,10,10,60,2,8,2,4,7,4,1.31488618271213,1.02381331503419,-1.36531172280302,-0.309078624114071,-0.169233115318899,2.61600524747545,3
"236",1,0,0,0,1,0,0,1,0,0,0,5,6,4,6,5,3,4,4,5,4,40,0,40,20,2,2,3,4,2,3,0.856347090905075,-0.174204147748932,0.903793313404684,1.2466442359621,-1.17266193800512,-0.37550625064719,4
"238",1,0,0,0,0,0,0,0,0,0,1,2,2,1,4,2,5,4,5,5,4,11,11,50,28,1,8,2,4,4,1,-1.1351683672213,0.279379306805117,1.00950306021894,-0.95616843283909,-0.0858629364660287,2.0128180928542,3
"239",1,0,0,1,1,1,1,0,0,1,0,4,4,2,5,3,6,6,6,7,6,60,5,20,15,2,2,3,3,2,6,-0.181318109315597,1.41704303852176,0.324729629938714,2.79704594202195,-0.619760224925128,-0.551305181602184,4
"240",1,1,0,1,1,0,1,0,1,1,0,6,6,4,6,6,6,6,6,6,6,15,5,15,65,2,4,1,4,4,6,1.2533628712014,1.2337687946876,-1.324640877414,-0.710810079566819,-0.69503848838389,0.688685043684942,2
"241",0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,5,3,4,5,15,2,70,13,1,2,3,4,1,1,-1.80713473203292,-0.436468400150216,2.18308698594593,-0.65408510597283,-1.01171427646474,-0.576568635520943,1
"242",0,0,0,1,1,0,0,0,0,0,0,3,4,2,6,4,3,2,2,3,2,30,10,40,20,1,2,3,2,1,3,-0.0783757859520362,-1.33379623154006,0.887398935745855,0.506177758771305,-0.155977493911218,-0.928166497430931,1
"243",1,0,1,1,1,0,1,1,0,1,0,5,5,4,5,5,2,4,4,5,3,0,0,0,100,2,5,4,2,5,7,0.66204719894911,-0.384159627402345,-2.88377088625714,-1.91542886395145,-1.23530163417381,0.869182828941019,4
"244",1,1,1,1,0,0,1,0,0,0,0,6,6,5,6,7,7,6,5,5,5,20,10,20,50,1,2,3,3,2,4,1.52453988826241,0.9624957532854,-0.712401918486312,-0.296709570160577,-0.170435266636145,-0.551305181602184,2
"245",1,1,0,0,0,0,0,0,0,0,1,3,6,4,4,5,5,4,5,3,3,25,15,20,40,2,3,1,4,3,1,0.320321556294335,-0.153239626356754,-0.42661786171698,0.111206412268918,0.354769030770224,0.156589396518876,2
"246",0,0,0,0,1,1,0,0,0,0,0,2,2,1,3,3,4,5,2,3,4,15,30,25,30,1,2,3,2,2,3,-1.00616535423035,-0.563856407392566,0.0222360967525039,-0.604234166028085,1.88762565893216,-0.727104112557179,1
"247",1,0,0,1,1,0,0,0,0,1,0,5,5,4,5,6,3,5,5,3,5,20,10,30,40,2,3,3,3,2,4,0.87170090449939,-0.144230837355834,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.220271919309871,4
"248",1,1,0,1,1,0,0,0,0,1,0,3,6,2,5,3,3,5,7,7,7,20,25,25,30,1,2,3,2,2,4,-0.141381785268363,1.05263380143659,0.0304332855819186,-0.234000927432686,1.37928343688521,-0.727104112557179,2
"249",1,1,0,1,1,0,0,0,0,1,0,5,5,2,6,6,6,5,6,4,5,20,5,15,60,2,3,3,3,2,4,0.829304974037252,0.636511895192224,-1.17765025461463,-0.321735469054372,-0.686607450704181,-0.220271919309871,2
"250",0,0,0,0,0,1,1,0,0,1,0,2,2,1,2,3,4,4,4,4,4,25,10,30,35,1,3,3,3,2,4,-1.08681604678967,-0.213593357423234,0.0874985086297717,0.104734094305364,-0.163206380273682,-0.220271919309871,1
"251",0,1,0,1,1,0,0,0,0,1,0,6,6,4,6,6,7,5,6,7,6,25,5,10,60,2,3,1,4,3,4,1.2533628712014,1.39629010634811,-1.35711453397361,0.0611546144813284,-0.677575337365848,0.156589396518876,2
"252",1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,5,5,2,6,5,3,40,10,40,10,1,3,3,4,1,1,-0.473208743733149,0.0498463148788835,1.1813801813446,1.2843269797962,-0.139115418551799,-0.245535373228629,1
"253",0,0,0,0,1,0,0,0,0,0,0,2,2,2,3,2,4,4,4,5,4,20,40,20,20,1,2,1,4,2,2,-1.1542957482699,-0.0303191135890785,0.120358685333439,-0.18366133865829,2.93020429172381,-0.37550625064719,1
"254",0,1,0,1,1,0,0,0,0,1,0,3,3,2,2,3,5,6,5,5,6,30,5,30,35,1,2,3,2,2,4,-0.724281461136258,0.740796130459252,0.0956956974591864,0.474967332900763,-0.671548602320631,-0.727104112557179,2
"255",0,0,0,0,1,0,1,0,0,0,0,2,2,1,4,3,7,2,7,6,2,0,0,100,0,1,2,3,3,3,3,-0.925514661671022,0.620633567773529,3.64532715690996,-1.79173832441651,-1.24732314734627,-0.350242796728432,1
"256",1,1,0,1,0,0,1,0,0,0,0,2,3,2,5,3,3,3,4,3,3,10,40,20,30,1,2,3,2,2,3,-0.669691458204326,-0.771461047244311,-0.173622560265308,-0.961810559683184,2.91334221636439,-0.727104112557179,2
"257",0,0,1,0,0,0,0,0,0,0,0,2,3,2,4,3,3,4,3,3,3,10,15,50,25,2,4,1,3,4,2,-0.750342150763651,-0.772636467145145,1.09113968283503,-1.01891025740794,0.325869463779357,0.512886112729948,4
"258",1,0,0,1,1,1,1,0,0,1,0,3,3,2,3,3,3,5,3,3,5,30,15,15,40,1,2,3,4,1,6,-0.643630768576933,-0.475857609824518,-0.606082141075962,0.494096495804618,0.363801144108556,-0.576568635520943,1
"259",0,1,0,0,0,0,1,1,0,0,0,3,4,2,4,3,5,5,5,5,5,35,10,20,35,1,3,3,4,3,3,-0.449330876620967,0.510087718632185,-0.271430050088193,0.870514261376764,-0.145142153597017,0.156589396518876,2
"260",1,0,0,1,1,1,1,0,1,0,0,4,6,5,5,6,6,5,5,4,5,30,20,20,30,2,3,1,3,5,6,0.859511340660716,0.470698508957882,-0.140833804947649,0.519122394698413,0.879973328176592,0.382915235311387,4
"261",1,0,0,1,1,1,1,0,0,1,0,3,3,2,2,3,5,5,5,5,5,10,5,55,30,1,2,3,3,4,6,-0.724281461136258,0.510087718632185,1.14000771705347,-1.05040847426529,-0.708278131332585,-0.149180411854679,1
"262",1,0,0,0,0,0,0,0,0,0,1,2,2,2,4,2,6,5,6,6,3,15,0,15,70,1,2,1,4,5,1,-1.07364505571057,0.870919491873417,-1.46343431138396,-0.729651451483866,-1.21181174811055,0.227680903974068,1
"263",0,1,1,1,1,0,0,0,0,1,0,5,5,5,5,6,6,6,6,6,6,20,10,20,50,2,3,1,4,6,5,0.933224216010122,1.2337687946876,-0.712401918486312,-0.296709570160577,-0.170435266636145,0.759776551140134,2
"264",1,1,0,1,1,0,0,0,0,1,0,2,2,2,2,3,4,4,6,4,5,30,10,30,30,1,3,3,4,2,4,-1.02529273527894,0.184103860539009,0.234489131429145,0.493808704817811,-0.154775342593972,-0.0444729883548764,2
"265",0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,10,10,20,60,1,5,1,4,4,1,-1.80713473203292,-2.38463658558949,-1.00638316408506,-1.07485879118547,-0.187297341995564,1.01971830597726,3
"266",0,1,0,1,1,1,1,0,0,0,0,3,3,2,6,4,4,4,5,5,5,15,5,30,50,2,2,3,2,1,5,-0.192024985348676,0.201564718138823,-0.345276170938933,-0.692256498636578,-0.69684171535976,-0.928166497430931,2
"267",0,0,0,1,0,0,0,0,0,1,0,5,6,2,5,7,5,5,5,5,5,10,15,30,45,2,3,3,3,2,3,1.07195718642485,0.510087718632185,-0.214679925798389,-1.04364836531493,0.328273766413849,-0.220271919309871,4
"268",1,0,0,0,0,0,1,0,0,1,0,5,3,2,3,3,5,5,5,5,5,25,25,25,25,1,3,1,3,1,3,-0.268906619084844,0.510087718632185,0.177423908381292,0.155073683079761,1.38771447456492,-0.421334304183624,1
"269",0,1,0,1,1,0,0,0,1,1,0,6,4,6,4,6,6,4,3,4,3,30,10,30,30,2,3,1,4,5,5,0.987809710310932,-0.157707120831429,0.234489131429145,0.493808704817811,-0.154775342593972,0.558714166266382,2
"270",1,0,1,1,1,0,0,1,0,0,0,2,4,2,5,2,5,5,5,5,5,50,0,10,40,1,2,3,2,2,5,-0.765695964357966,0.510087718632185,-0.760954853946701,1.98768629512652,-1.15219340869396,-0.727104112557179,1
"271",0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,2,3,3,3,3,3,30,20,20,30,1,2,3,2,1,3,-1.29646975233995,-0.937274433478653,-0.140833804947649,0.519122394698413,0.879973328176592,-0.928166497430931,1
"272",1,0,0,1,1,0,0,0,0,1,0,4,4,4,4,5,3,3,5,5,3,10,5,35,50,2,2,3,2,1,4,0.2803852322471,-0.239099173341657,-0.165811891579951,-1.07514658217228,-0.705873828698092,-0.928166497430931,4
"273",0,1,0,1,1,1,1,0,0,0,0,6,7,5,5,6,5,3,5,4,5,30,5,5,60,2,2,3,3,2,5,1.34788468954944,-0.00246245786898719,-1.53657881333259,0.444044698017029,-0.668543224027516,-0.551305181602184,2
"274",1,0,0,1,0,0,1,0,0,0,0,4,4,2,5,5,5,6,5,6,5,15,20,25,40,1,2,3,4,1,3,0.237989301784962,0.857999928799849,-0.255350771187413,-0.641916909862181,0.854079139478841,-0.576568635520943,1
"275",1,0,1,1,1,1,1,0,0,1,0,6,6,6,6,6,5,4,7,4,4,30,0,40,30,2,2,3,3,1,7,1.37640949422286,0.427731835439645,0.609812067805938,0.468495014937209,-1.18952401336454,-0.752367566475937,4
"276",0,0,0,1,0,0,0,0,0,0,0,3,3,2,5,3,5,5,5,5,5,30,10,20,40,2,2,3,2,2,2,-0.482329383458281,0.510087718632185,-0.418420672887566,0.481439650864317,-0.153573191276726,-0.727104112557179,4
"277",0,0,0,1,0,1,1,0,0,0,0,2,2,1,2,2,1,4,4,1,1,20,20,40,20,1,2,3,2,1,4,-1.29646975233995,-1.39328252788594,0.871004558087026,-0.234288718419493,0.860706950182681,-0.928166497430931,1
"278",1,0,0,1,0,1,1,0,0,1,0,6,4,4,6,6,5,5,5,5,5,20,10,60,10,1,2,3,4,1,5,1.02606447240812,0.510087718632185,1.89923729878053,-0.247233354346601,-0.17524387190513,-0.576568635520943,1
"279",1,1,0,1,1,1,1,1,0,0,0,4,4,1,3,6,7,6,7,6,5,40,20,10,30,1,2,3,4,1,6,0.224818310705859,1.47739676958824,-0.499762363665613,1.28490256176981,0.898037554853257,-0.576568635520943,2
"280",0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,5,4,5,3,4,20,30,20,30,1,2,3,4,1,1,-1.50612345789023,-0.0871691808631946,-0.157228182606478,-0.221344082492385,1.89665777227049,-0.576568635520943,1
"281",1,0,0,1,1,1,1,0,0,1,0,6,6,5,3,6,7,7,5,6,2,20,0,30,50,2,1,3,2,1,6,1.07293410503415,1.11219662697238,-0.337078982109518,-0.322023260041179,-1.20518393740671,-1.25919975972324,4
"282",1,0,0,0,0,0,0,0,0,0,1,3,3,3,6,6,4,5,6,6,6,10,10,50,30,1,2,3,2,1,1,0.288805737262616,0.781360760034389,0.952346248865073,-1.03775162932499,-0.190903795947302,-0.928166497430931,1
"283",0,1,0,1,1,1,0,0,1,0,0,5,5,2,6,5,5,5,5,5,5,30,5,35,30,2,2,3,3,2,5,0.619651268486972,0.510087718632185,0.422150599617542,0.48115185987751,-0.672149677979254,-0.551305181602184,2
"284",0,0,0,1,1,1,1,0,0,1,0,6,6,4,6,6,6,4,2,4,3,20,30,30,20,2,2,3,2,1,6,1.2533628712014,-0.323520507065771,0.495681621710232,-0.208975028538891,1.89545562095324,-0.928166497430931,4
"285",1,0,0,1,1,0,1,1,0,1,0,5,6,5,6,6,5,6,6,5,2,25,5,25,45,2,2,3,2,1,6,1.12752410796609,0.642327734719356,-0.377749827498542,0.0797081954115693,-0.679378564341718,-0.928166497430931,4
"286",0,0,0,1,1,0,1,0,0,1,0,3,3,4,4,3,4,4,4,4,4,20,5,25,50,2,2,1,2,2,5,-0.439933452996143,-0.213593357423234,-0.524740450297915,-0.309366415100878,-0.687809602021427,-0.727104112557179,4
"287",0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,2,2,3,2,2,3,50,5,30,15,1,3,3,4,2,1,-1.1351683672213,-1.430247097707,0.683658188656679,2.03126577495055,-0.637824451601793,-0.0444729883548764,1
"288",1,0,0,1,1,0,0,0,0,1,0,2,5,1,4,5,2,3,3,3,4,30,10,20,40,1,2,3,2,1,4,-0.165259652380544,-1.01508902214495,-0.418420672887566,0.481439650864317,-0.153573191276726,-0.928166497430931,1
"290",1,0,1,1,1,0,1,0,0,1,0,5,5,5,4,5,4,5,6,4,5,10,10,20,60,2,3,3,3,2,6,0.642919817900516,0.348741826872517,-1.00638316408506,-1.07485879118547,-0.187297341995564,-0.220271919309871,4
"291",0,0,0,0,0,0,1,0,0,0,0,2,6,6,6,4,2,3,3,3,3,15,20,25,40,2,8,1,3,4,2,0.207653784138125,-1.08115946763851,-0.255350771187413,-0.641916909862181,0.854079139478841,1.8370191618992,3
"292",1,0,0,1,1,1,0,0,0,1,0,5,5,4,4,5,5,5,5,5,5,10,10,30,50,2,2,1,4,5,5,0.581396506389784,0.510087718632185,-0.353473359768348,-1.06248973723198,-0.18849949331281,0.227680903974068,4
"293",0,0,0,0,1,0,0,0,0,0,0,5,6,1,2,3,5,3,3,3,3,50,0,50,0,2,5,1,4,2,2,-0.070133024964983,-0.649504365158946,1.85068436332014,2.03716251094049,-1.15700201396294,0.61759353622975,4
"294",1,0,1,1,1,0,0,1,0,1,0,4,7,3,6,6,7,4,6,5,5,20,5,15,60,2,2,3,2,3,6,0.930764609595218,0.799033206852726,-1.17765025461463,-0.321735469054372,-0.686607450704181,-0.526041727683426,4
"295",1,0,1,1,0,0,1,0,0,1,0,5,6,4,5,6,5,5,2,5,6,20,20,30,30,1,2,3,3,3,5,0.985350103896029,0.0787180054227181,0.218094753770315,-0.246657772372987,0.861909101499927,-0.350242796728432,1
"296",1,0,0,1,0,0,0,0,0,0,0,3,3,5,3,3,5,2,5,5,1,10,5,10,75,2,8,1,4,7,2,-0.459060834044737,-0.248107962342578,-1.79808640237173,-1.10606921705601,-0.702868450404977,2.61600524747545,3
"297",1,1,1,1,1,1,1,1,1,1,0,6,6,6,6,3,2,6,6,3,4,30,0,10,60,2,3,1,4,5,9,0.747448377572023,-0.0237349644413969,-1.34891734514419,0.431387853076727,-1.1859175594128,0.558714166266382,3
"298",1,1,0,0,1,0,1,0,0,1,0,3,3,3,5,3,5,6,4,6,5,25,15,20,40,1,1,3,1,2,4,-0.420806071947549,0.692186542565506,-0.42661786171698,0.111206412268918,0.354769030770224,-1.23393630580449,2
"299",0,0,0,0,0,0,0,0,0,0,1,1,1,7,1,1,4,4,4,4,4,10,10,60,20,1,8,1,4,5,1,-1.51864555552785,-0.213593357423234,1.60525605318178,-1.02538257537149,-0.192105947264549,2.21388047772795,3
"300",1,0,0,1,1,0,1,0,0,0,0,2,2,3,3,2,6,5,6,6,5,20,10,10,60,1,2,3,2,2,4,-1.09277243675916,1.00306038286054,-1.36531172280302,-0.309078624114071,-0.169233115318899,-0.727104112557179,1
"301",1,1,1,1,1,1,1,1,1,1,0,6,7,5,7,7,5,5,5,5,5,25,15,20,40,2,2,3,2,3,9,1.71883978021838,0.510087718632185,-0.42661786171698,0.111206412268918,0.354769030770224,-0.526041727683426,2
"302",0,1,0,1,0,0,0,0,0,0,0,4,6,5,6,6,3,2,3,4,4,80,10,5,5,2,3,3,2,2,2,0.940162033220042,-0.852567710484446,0.0721208486310995,4.35363217505854,-0.067459587503762,-0.396070850264865,2
"303",0,1,0,1,0,0,0,0,0,1,0,2,2,2,2,2,4,5,5,5,5,20,5,10,65,1,3,1,3,1,3,-1.23494644082922,0.366202684472331,-1.50410515677298,-0.327919996031119,-0.686006375045558,-0.421334304183624,2
"304",1,0,0,0,1,0,0,0,0,0,0,4,4,5,4,5,5,3,4,4,2,20,15,45,20,2,3,3,3,2,2,0.341908543757832,-0.366487180584008,1.05866602627542,-0.246945563359794,0.343332614797399,-0.220271919309871,4
"305",0,0,0,1,1,0,0,0,0,1,0,2,1,1,2,1,5,5,5,5,5,20,10,50,20,1,3,3,3,3,4,-1.61977265728687,0.510087718632185,1.24632749446382,-0.259602408300095,-0.174041720587883,-0.0192095344361181,1
"306",0,1,0,0,1,0,0,0,0,0,0,5,4,2,3,5,4,4,4,4,4,20,10,35,35,2,3,3,2,2,2,0.264049991412355,-0.213593357423234,0.266962787988754,-0.278155989230336,-0.172238493612014,-0.396070850264865,2
"307",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,20,30,20,30,2,4,3,4,2,1,-1.88778542459224,-2.38463658558949,-0.157228182606478,-0.221344082492385,1.89665777227049,0.286560273937437,4
"308",0,1,0,1,1,0,1,0,0,0,0,2,3,2,2,2,5,5,5,5,6,30,10,30,30,1,3,1,4,5,4,-1.12129724143258,0.576158164125744,0.234489131429145,0.493808704817811,-0.154775342593972,0.558714166266382,2
"309",1,0,0,1,1,0,0,0,0,0,0,2,2,2,4,2,7,6,6,6,4,20,20,40,20,1,2,3,2,2,3,-1.07364505571057,1.24551293786034,0.871004558087026,-0.234288718419493,0.860706950182681,-0.727104112557179,1
"310",1,0,0,1,1,0,0,1,0,0,0,3,3,2,5,3,5,5,5,5,5,10,20,30,40,2,8,2,4,7,4,-0.482329383458281,0.510087718632185,-0.0758864918284307,-1.02480699339788,0.845047026140508,2.61600524747545,3
"311",0,0,0,1,1,0,0,0,0,1,0,4,4,3,5,4,3,3,3,3,3,10,10,40,40,2,2,3,3,2,4,0.0898589077454142,-0.937274433478653,0.299436444548363,-1.05012068327848,-0.189701644630056,-0.551305181602184,4
"312",0,0,0,0,0,0,1,0,0,1,0,4,6,4,6,6,4,4,4,4,4,35,5,15,45,2,3,3,4,2,3,0.87863872170931,-0.213593357423234,-0.736678386216506,0.845488362482969,-0.661314337665053,-0.0444729883548764,4
"313",1,0,0,1,1,0,1,0,0,1,0,5,6,1,2,5,5,5,5,5,5,15,0,50,35,2,3,3,4,2,5,0.349174386135577,0.510087718632185,0.82175000372453,-0.686359762646638,-1.21601927772091,-0.0444729883548764,4
"314",0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,2,1,1,1,1,1,30,5,35,30,2,2,1,4,2,3,-1.483831827086,-2.38463658558949,0.422150599617542,0.48115185987751,-0.672149677979254,-0.37550625064719,4
"315",0,1,1,1,1,1,1,0,0,0,0,2,4,1,5,5,4,4,4,4,4,10,10,40,40,1,3,1,4,2,6,-0.198258159217858,-0.213593357423234,0.299436444548363,-1.05012068327848,-0.189701644630056,-0.0444729883548764,2
"316",1,1,0,1,1,1,1,1,0,0,0,6,6,6,6,6,3,3,3,3,3,10,25,40,25,2,3,1,4,5,6,1.37640949422286,-0.937274433478653,0.715816746458238,-0.993596567527339,1.36061813454992,0.558714166266382,2
"317",0,1,0,1,0,0,1,0,0,0,0,6,6,3,4,6,6,6,5,4,6,20,10,10,60,2,4,1,3,6,3,1.03053817457202,0.70140692078495,-1.36531172280302,-0.309078624114071,-0.169233115318899,0.915010882477453,2
"318",0,0,0,0,0,0,0,0,0,0,1,2,2,1,6,2,2,2,6,2,3,30,40,20,10,2,8,1,4,7,1,-0.973866982102651,-0.931631519103144,0.414339930932185,0.594487882366604,2.94706636708323,2.61600524747545,3
"319",1,0,0,1,1,1,1,0,0,1,0,6,7,4,6,6,6,5,6,6,5,15,0,60,25,2,3,3,4,2,6,1.36701207059804,1.00306038286054,1.47465980804124,-0.673990708693144,-1.21722142903816,-0.0444729883548764,4
"320",0,1,0,1,1,1,1,1,0,1,0,3,4,4,5,4,4,5,5,4,6,20,0,50,30,2,4,2,4,3,7,-0.0359798554898984,0.248998886131735,0.968740626523903,-0.297285152134191,-1.2075882400412,0.48762265881119,2
"321",0,0,0,0,0,1,0,0,0,0,0,2,2,1,5,2,2,2,2,2,2,80,10,5,5,1,3,1,4,1,2,-1.05451767466198,-1.66095550953407,0.0721208486310995,4.35363217505854,-0.067459587503762,-0.245535373228629,1
"322",1,0,0,0,1,0,0,0,0,0,0,7,7,7,7,7,5,4,5,5,4,32,5,35,28,2,3,1,4,1,2,2.02924847798588,0.279379306805117,0.480946848737291,0.636781704082489,-0.66877726290737,-0.245535373228629,4
"323",0,0,0,0,0,0,0,0,0,0,1,2,4,3,4,4,4,4,4,4,4,70,10,10,10,2,4,2,4,2,1,-0.365515934306,-0.213593357423234,0.104594505190709,3.5816674810104,-0.084922738521804,0.286560273937437,4
"325",0,1,0,0,0,1,1,0,1,1,0,6,6,6,6,6,2,2,2,2,2,40,20,20,20,2,2,2,3,1,5,1.37640949422286,-1.66095550953407,0.153147440651097,1.29727161572331,0.896835403536011,-0.752367566475937,2
"326",0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,2,2,2,3,3,3,20,10,30,40,1,4,1,4,5,2,-1.21581905978063,-1.24579743397201,-0.0594921141696014,-0.284340516207083,-0.171637417953391,0.889747428558695,1
"327",1,0,0,1,1,1,1,0,1,1,0,5,4,2,5,5,3,3,2,2,1,0,10,10,80,2,4,4,4,7,7,0.425351376531007,-1.41850295453427,-1.95327421400051,-1.86537706616386,-0.202957266037737,1.2918721983062,3
"328",1,0,0,1,1,0,1,0,1,0,0,5,3,2,5,2,5,5,5,3,4,20,10,40,30,2,2,3,3,2,5,-0.317258939516472,0.0774687854703134,0.593417690147109,-0.271971462253589,-0.172839569270637,-0.551305181602184,4
"329",1,0,0,1,1,0,0,0,0,0,0,3,2,2,4,6,5,4,5,5,4,35,10,25,30,2,3,1,4,4,3,-0.0476681587634065,0.279379306805117,0.0550248520701626,0.876698788353511,-0.14574322925564,0.357651781392629,4
"330",0,0,1,1,0,0,0,0,0,0,0,2,5,2,2,2,2,2,2,2,2,25,10,25,40,2,4,1,4,2,3,-0.893998842639304,-1.66095550953407,-0.238956393528583,0.0985495673286172,-0.162605304615059,0.286560273937437,4
"331",1,0,0,1,1,1,1,0,0,1,0,4,3,2,4,5,7,7,7,7,7,20,5,25,50,2,2,1,4,2,6,0.0436894098289973,1.95744987074302,-0.524740450297915,-0.309366415100878,-0.687809602021427,-0.37550625064719,4
"333",0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,4,7,7,6,6,7,50,10,30,10,1,8,1,2,4,2,0.0707315266968203,1.60836224067452,0.822451622626637,2.0501071468676,-0.121051191875134,1.66122023094421,3
"334",0,1,0,1,1,0,1,0,0,0,0,3,5,5,6,3,7,6,7,7,6,25,10,25,40,2,3,1,4,2,4,0.0101896424265186,1.72674145891596,-0.238956393528583,0.0985495673286172,-0.162605304615059,-0.0444729883548764,2
"335",1,1,0,1,1,0,0,0,0,1,0,3,3,2,4,5,5,5,5,5,5,20,5,25,50,2,2,3,2,2,4,-0.143672664917047,0.510087718632185,-0.524740450297915,-0.309366415100878,-0.687809602021427,-0.727104112557179,2
"336",1,1,0,0,1,1,0,0,0,0,0,6,4,5,7,7,7,6,5,4,5,14,8,18,60,2,3,3,4,2,3,1.37789218202846,0.779221509451244,-1.07489000029688,-0.773609462333031,-0.387021385479011,-0.0444729883548764,2
"337",0,1,0,0,0,1,1,0,0,1,0,5,4,1,4,3,4,5,5,5,4,30,20,20,30,1,3,3,4,2,4,-0.13613003863961,0.300132238978772,-0.140833804947649,0.519122394698413,0.879973328176592,-0.0444729883548764,2
"338",1,0,0,1,0,1,1,0,0,1,0,2,6,2,6,6,2,3,3,3,6,50,30,5,15,2,3,1,4,2,5,0.380867949195758,-0.882948131157828,-0.254649152285305,2.09454999965206,1.94904722532462,-0.0444729883548764,4
"339",1,1,0,0,1,0,1,0,0,1,0,4,6,5,6,6,6,6,4,4,4,50,2,40,8,1,3,1,4,2,4,0.940162033220042,0.403452643563489,1.25329193259141,2.03233000575382,-0.949090558755035,-0.0444729883548764,2
"340",1,0,0,1,1,1,1,0,0,1,0,3,3,1,3,1,5,5,5,5,5,20,30,30,20,1,3,3,3,2,6,-1.12446149118822,0.510087718632185,0.495681621710232,-0.208975028538891,1.89545562095324,-0.220271919309871,1
"341",1,0,0,1,1,0,1,0,1,1,0,5,7,4,5,6,4,3,4,4,3,30,10,40,20,2,4,4,4,3,6,1.09899930329267,-0.444301769250302,0.887398935745855,0.506177758771305,-0.155977493911218,0.48762265881119,4
"342",1,0,0,1,1,1,1,0,0,0,0,2,5,2,4,5,5,5,5,4,5,10,10,70,10,1,2,3,3,2,5,-0.103736340869813,0.326813474798029,2.25816585749849,-1.013013521418,-0.193308098581795,-0.551305181602184,1
"343",0,1,1,1,1,1,1,0,1,1,0,6,6,4,6,6,5,4,4,5,4,50,1,10,39,2,3,1,3,7,8,1.2533628712014,0.113565920570775,-0.733196167152709,1.99145456950993,-1.04883875674863,0.785040005058893,2
"344",1,0,0,1,1,0,1,0,0,0,0,2,5,2,6,3,7,5,6,6,5,10,5,25,60,2,3,1,4,7,4,-0.361742366851721,1.14694541702039,-0.818721695896661,-1.08751563612577,-0.704671677380846,0.960838936013887,4
"345",0,1,1,1,1,0,0,1,1,0,0,5,6,4,5,6,4,4,4,4,4,35,10,20,35,2,3,3,3,2,6,0.985350103896029,-0.213593357423234,-0.271430050088193,0.870514261376764,-0.145142153597017,-0.220271919309871,2
"346",0,0,0,0,0,1,1,0,0,1,0,3,4,2,4,6,4,4,2,3,3,40,10,10,40,2,3,1,4,6,4,0.179630240029872,-0.794564819219634,-0.77734923160553,1.24721981793572,-0.135508964600061,0.759776551140134,4
"347",0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,1,1,25,25,25,25,1,8,1,1,3,1,-1.69348553263628,-2.38463658558949,0.177423908381292,0.155073683079761,1.38771447456492,1.28435891511546,3
"348",0,1,0,0,1,0,0,0,0,0,0,2,1,1,2,2,5,5,7,6,5,30,5,5,60,1,2,3,2,1,2,-1.41011895173659,1.02498873493502,-1.53657881333259,0.444044698017029,-0.668543224027516,-0.928166497430931,2
"349",0,1,0,1,1,0,0,0,0,0,0,4,6,3,4,4,5,6,6,6,6,20,10,30,40,2,2,3,3,2,3,0.236506613979367,1.08988376052775,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.551305181602184,2
"350",0,1,0,1,1,0,0,1,0,1,0,1,2,3,4,2,7,1,7,7,1,10,0,30,60,2,3,3,3,1,5,-1.19948381894588,0.573199399780617,-0.631060227708264,-1.10017248106607,-1.22204601276613,-0.421334304183624,2
"351",0,1,0,1,0,1,1,0,0,0,0,1,7,1,1,7,2,4,3,2,4,20,20,30,30,2,8,2,4,7,4,0.052032005089273,-1.03372529964559,0.218094753770315,-0.246657772372987,0.861909101499927,2.61600524747545,3
"352",0,1,0,0,0,1,1,0,0,0,0,1,3,2,4,2,4,5,5,4,4,30,20,29,21,2,2,3,3,1,3,-1.14735793105998,0.116857995144616,0.44678501893739,0.530254543256558,0.878891391991071,-0.752367566475937,2
"353",1,0,0,0,0,0,0,0,0,0,1,3,3,2,4,4,3,3,4,4,3,30,5,35,30,2,3,3,4,1,1,-0.353326370467327,-0.588186803410155,0.422150599617542,0.48115185987751,-0.672149677979254,-0.245535373228629,4
