"","Own","IntentToBuy","BrandAwareness_Anker","BrandAwareness_Bose","BrandAwareness_JBL","BrandAwareness_Philips","BrandAwareness_Sony","BrandAwareness_UE","BrandAwareness_HarmanKardon","BrandAwareness_Beats","BrandAwareness_None","SubjKnow_r1","SubjKnow_r2","SubjKnow_r3","SubjKnow_r4","SubjKnow_r5","PII_1","PII_2","PII_3","PII_4","PII_5","RelImp_battery","RelImp_weight","RelImp_price","RelImp_sound","Gender","Age","Occupation","Education","Income","brand_awareness","fa","fa2","factor_price.sound","factor_battery","factor_weight","factor_age.occupation.income.education","clusters"
"116",0,0,0,1,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,30,10,30,30,2,7,1,4,3,5,-1.23494644082922,-1.66095550953407,0.234489131429145,0.493808704817811,-0.154775342593972,1.48072244568813,3
"117",1,0,0,0,1,1,1,0,0,1,0,6,6,4,6,5,5,5,6,5,5,20,20,40,20,2,1,3,3,1,5,1.04370916565112,0.675901104866527,0.871004558087026,-0.234288718419493,0.860706950182681,-1.08340082876825,4
"118",1,0,0,1,0,1,1,0,0,1,0,6,7,6,6,6,7,7,7,6,7,30,20,10,40,2,4,1,4,6,5,1.4900586936195,1.77417562690887,-0.793743609264359,0.506753340744919,0.881175479493838,1.09080981343245,4
"119",1,0,1,1,1,1,1,0,1,0,0,6,6,5,6,6,4,5,6,5,6,20,20,30,30,2,4,3,4,2,7,1.31488618271213,0.598086516200233,0.218094753770315,-0.246657772372987,0.861909101499927,0.286560273937437,4
"120",0,1,0,1,1,0,0,0,0,0,0,2,3,3,4,5,4,3,3,3,2,20,30,20,30,2,2,4,4,2,3,-0.26951142815236,-0.859459844812359,-0.157228182606478,-0.221344082492385,1.89665777227049,-0.37550625064719,2
"121",0,1,0,0,1,1,0,0,0,1,0,2,2,2,3,3,7,6,7,6,2,50,10,10,30,1,3,1,3,1,4,-0.944642042719616,1.27918543310756,-0.483367986006784,2.02536903896061,-0.118646889240642,-0.421334304183624,2
"122",0,1,0,1,1,1,1,0,0,1,0,3,4,2,4,5,3,4,5,4,4,20,10,30,40,2,4,1,4,2,6,-0.0300234655204077,-0.191665005348746,-0.0594921141696014,-0.284340516207083,-0.171637417953391,0.286560273937437,2
"123",1,0,0,1,1,0,1,0,0,0,0,4,3,1,7,4,2,3,2,1,1,15,15,15,55,1,4,1,4,4,4,0.0144644704459627,-1.74566223252828,-1.04705400947408,-0.673127335732723,0.338508031069428,0.688685043684942,1
"124",1,0,0,1,1,1,1,0,1,1,0,3,3,3,2,3,2,2,2,2,2,40,5,40,15,1,2,1,4,2,7,-0.662758149625526,-1.66095550953407,1.04258674737464,1.26548560787915,-0.655888678278458,-0.37550625064719,1
"125",1,1,0,1,1,1,0,0,0,0,0,5,5,3,5,5,6,6,6,5,5,15,5,40,40,1,3,1,4,3,4,0.600523887438378,0.984424105359888,0.307633633377778,-0.679887444683084,-0.698043866677006,0.156589396518876,2
"126",0,1,0,0,1,0,1,0,0,1,0,6,5,6,6,6,3,4,3,4,3,5,15,50,30,2,3,3,4,2,4,1.26276029482622,-0.589362223310989,0.944149060035659,-1.40798486792039,0.317438426099647,-0.0444729883548764,2
"127",0,1,1,1,1,1,1,0,0,1,0,4,6,5,4,6,6,5,6,6,6,30,10,30,30,2,3,4,4,2,7,0.778860648101391,1.0691308283541,0.234489131429145,0.493808704817811,-0.154775342593972,-0.0444729883548764,2
"128",0,1,0,1,0,0,1,0,0,1,0,2,2,1,2,2,4,5,5,4,4,30,20,20,30,1,2,3,4,1,4,-1.29646975233995,0.116857995144616,-0.140833804947649,0.519122394698413,0.879973328176592,-0.576568635520943,2
"129",1,0,0,1,1,0,1,1,0,1,0,6,6,4,6,6,7,7,7,7,7,20,10,30,40,2,2,3,2,2,6,1.2533628712014,1.95744987074302,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.727104112557179,4
"130",1,1,1,0,0,0,1,0,0,0,0,6,3,4,3,4,4,5,4,3,4,50,20,5,25,2,4,4,4,7,3,0.251155784232944,-0.232229634923882,-0.532236020225222,2.05686725581796,0.915500705871299,1.2918721983062,2
"131",0,1,0,1,0,1,1,0,0,1,0,3,4,2,4,4,4,4,4,4,4,20,20,20,40,1,2,1,4,3,5,-0.239677171070688,-0.213593357423234,-0.434815050546395,-0.259026826326481,0.863111252817173,-0.174443865773437,2
"132",0,0,1,0,1,0,1,0,0,0,0,4,3,2,5,4,5,4,2,4,5,24,22,20,34,2,3,1,2,6,4,-0.0853136031619569,-0.335264650238505,-0.261705178718913,0.0597694108502956,1.0765653868516,0.408178689230146,4
"133",1,0,0,1,1,0,1,0,0,1,0,6,5,3,5,5,6,5,4,6,3,30,20,20,30,1,2,3,2,2,5,0.787885962184422,0.539292719404733,-0.140833804947649,0.519122394698413,0.879973328176592,-0.727104112557179,1
"134",0,0,0,0,0,0,0,0,0,0,1,5,5,2,4,4,1,2,1,1,2,4,0,90,6,1,2,1,3,3,1,0.248696177818041,-2.15392817376242,3.11000985083275,-1.49284768996004,-1.23937616588526,-0.350242796728432,1
"136",0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,2,3,4,3,4,3,30,0,70,0,2,8,2,4,5,1,-1.1351683672213,-0.589362223310989,2.56854148075607,0.505602176797691,-1.19313046731627,2.21388047772795,3
"138",1,1,0,1,1,1,1,0,0,0,0,2,2,2,4,2,5,5,5,5,4,40,0,0,60,2,3,1,1,7,5,-1.07364505571057,0.444017273138625,-1.70784590386216,1.19716802014813,-1.16785333273613,0.433442143148904,2
"139",1,0,0,1,1,0,1,0,1,1,0,5,6,4,4,5,6,5,6,4,5,20,10,30,40,1,2,1,3,4,6,0.695045705786423,0.636511895192224,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.149180411854679,1
"140",1,0,0,1,1,0,1,1,0,1,0,5,5,5,5,5,4,5,4,4,3,10,20,30,40,2,3,3,3,3,6,0.723570510459842,-0.115025836583286,-0.0758864918284307,-1.02480699339788,0.845047026140508,-0.0192095344361181,4
"141",1,0,0,1,0,0,1,0,0,1,0,2,5,3,5,6,5,4,5,4,5,15,20,40,25,1,2,3,3,2,4,0.248091368750525,0.162175508464521,0.724013935287653,-0.62336332893194,0.852275912502971,-0.551305181602184,1
"142",0,1,1,1,0,0,0,1,0,0,0,5,3,1,3,5,5,5,5,5,5,20,5,25,50,2,4,1,4,3,4,0.0888774805049843,0.510087718632185,-0.524740450297915,-0.309366415100878,-0.687809602021427,0.48762265881119,2
"143",1,0,0,1,1,1,1,0,0,0,0,5,2,5,6,6,5,5,5,5,5,30,10,10,50,2,8,1,5,2,5,0.672927310379529,0.510087718632185,-1.07133047720428,0.469070596910823,-0.15237103995948,1.78649225406168,3
"144",0,0,0,1,0,0,1,0,0,0,0,3,3,2,4,3,3,3,5,3,3,20,30,30,20,2,3,3,3,2,3,-0.562980076017607,-0.605647661009969,0.495681621710232,-0.208975028538891,1.89545562095324,-0.220271919309871,4
"145",0,1,0,1,1,1,1,0,0,1,0,5,5,4,5,5,4,6,4,3,6,30,20,20,30,1,2,1,4,5,6,0.66204719894911,0.064549222396745,-0.140833804947649,0.519122394698413,0.879973328176592,0.227680903974068,2
"146",0,1,0,1,1,1,1,0,0,0,0,2,1,1,4,1,5,4,4,4,3,10,20,20,50,1,8,1,4,2,5,-1.45847127216822,-0.13577876875694,-0.728796296145141,-1.03717604735138,0.846249177457754,1.61069332310669,3
"147",0,1,1,1,1,0,1,0,0,0,0,7,7,6,7,7,6,4,6,5,5,30,0,0,70,2,3,3,3,1,5,1.96772516647515,0.655148172692872,-2.0018271494609,0.419018799123233,-1.18471540809555,-0.421334304183624,2
"148",1,0,0,1,1,0,1,0,0,1,0,6,6,4,5,6,6,6,6,6,6,30,5,35,30,2,2,1,2,5,5,1.17271217864207,1.2337687946876,0.422150599617542,0.48115185987751,-0.672149677979254,-0.123916957935921,4
"149",1,1,0,1,0,0,0,0,0,0,0,6,7,6,6,6,6,5,6,6,4,15,10,45,30,2,2,3,3,2,2,1.4900586936195,0.936989937366977,0.772881969506091,-0.654861545789289,-0.18187168260897,-0.551305181602184,2
"150",0,1,0,1,1,1,1,0,0,1,0,3,3,3,4,5,4,4,4,4,3,10,25,30,35,2,3,3,4,3,6,-0.0821493534063153,-0.279663802916794,0.0629069421415277,-1.00596562148083,1.36182028586717,0.156589396518876,2
"151",0,0,0,0,0,1,1,0,0,0,0,5,5,1,5,3,5,5,5,5,5,25,5,30,40,2,2,3,2,1,3,0.0581698533163547,0.510087718632185,-0.0512949253401867,0.0858927223883163,-0.679979640000341,-0.928166497430931,4
"152",0,1,0,0,1,0,0,0,0,0,0,4,5,4,6,6,4,4,4,4,4,5,15,40,40,2,2,3,2,2,2,0.764989522312671,-0.213593357423234,0.291239255718948,-1.42035392187388,0.318640577416893,-0.727104112557179,2
"153",0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,2,2,6,5,3,6,5,5,40,50,1,2,3,3,1,2,-0.853284474127213,-0.0574074596886198,0.0136523877790314,-1.45803666570798,-0.714905942036425,-0.752367566475937,1
"154",0,1,0,1,1,0,0,0,0,0,0,4,3,3,3,2,2,6,6,7,7,25,15,35,25,1,2,3,3,1,3,-0.604399087870436,0.907573347375905,0.552746844758085,0.129759993199159,0.352965803794354,-0.752367566475937,2
"155",0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,3,3,3,5,3,30,0,40,30,1,8,1,2,5,1,-1.29646975233995,-0.570725945810342,0.609812067805938,0.468495014937209,-1.18952401336454,1.86228261581796,3
"156",1,0,1,1,1,1,1,1,1,1,0,7,1,7,7,7,5,6,6,6,6,15,10,25,50,2,3,3,4,4,9,1.34735328160605,1.08988376052775,-0.53293763912733,-0.679599653696277,-0.179467379974477,0.357651781392629,3
"157",0,0,1,1,1,1,1,1,1,1,0,6,6,5,7,6,5,4,4,4,4,10,0,30,60,2,3,3,3,2,9,1.39553687527146,-0.0697083232633808,-0.631060227708264,-1.10017248106607,-1.22204601276613,-0.220271919309871,4
"158",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,25,15,35,25,1,2,3,3,2,1,-1.88778542459224,-2.38463658558949,0.552746844758085,0.129759993199159,0.352965803794354,-0.551305181602184,1
"159",0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,2,2,3,2,3,5,60,0,40,0,1,2,3,4,1,3,-1.23494644082922,-1.11483196288573,1.49175580460218,2.80294267801189,-1.13893778728628,-0.576568635520943,1
"160",1,1,0,1,0,0,0,0,0,0,0,3,6,2,6,4,5,4,3,5,4,10,10,10,70,2,2,3,3,2,2,0.148922612841243,-0.0522474656635671,-1.65929296840177,-1.08722784513896,-0.186095190678318,-0.551305181602184,2
"161",0,1,0,0,1,0,1,0,0,0,0,2,2,2,4,2,2,4,4,3,2,15,5,35,45,1,2,3,3,1,3,-1.07364505571057,-0.816778560564216,-0.0188212687805777,-0.686071971659831,-0.697442791018383,-0.752367566475937,2
"162",1,0,0,0,1,0,0,0,0,0,0,5,6,5,6,6,6,6,6,6,6,10,1,19,70,2,8,1,4,7,2,1.12752410796609,1.2337687946876,-1.32150232566265,-1.11001016603151,-1.11736899437183,2.61600524747545,3
"163",0,1,0,1,1,0,1,0,1,1,0,2,3,2,4,3,4,4,4,4,2,30,10,10,50,2,8,1,1,7,6,-0.750342150763651,-0.345734248410353,-1.07133047720428,0.469070596910823,-0.15237103995948,2.08860845461047,3
"164",1,0,0,1,1,1,1,0,0,1,0,2,2,2,3,3,5,6,6,5,6,10,0,30,60,1,2,3,2,1,6,-0.944642042719616,0.906609516693594,-0.631060227708264,-1.10017248106607,-1.22204601276613,-0.928166497430931,1
"165",1,0,0,1,1,1,1,0,0,1,0,2,2,4,4,3,5,6,5,6,6,25,10,40,25,1,3,1,2,4,6,-0.740944727138827,0.924070374293408,0.740408312946482,0.117103148258858,-0.164408531590928,0.00605391948264011,1
"166",1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,4,4,4,4,4,10,30,30,30,1,8,1,4,2,3,-1.88778542459224,-0.213593357423234,0.201700376111486,-0.987124249563785,1.87859354559383,1.61069332310669,3
"167",0,1,0,0,0,1,0,0,0,0,0,2,3,2,4,3,5,6,4,5,4,20,20,40,20,1,3,4,4,3,2,-0.750342150763651,0.442841853237791,0.871004558087026,-0.234288718419493,0.860706950182681,0.156589396518876,2
"168",1,0,0,1,0,0,0,0,0,0,0,5,4,2,4,6,6,5,5,5,4,15,5,0,80,1,3,3,4,2,2,0.554354389521961,0.587902307298479,-2.30400558388906,-0.72936366049706,-0.693235261408021,-0.0444729883548764,1
"169",0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,2,1,1,1,1,1,20,10,65,5,1,2,3,4,2,3,-1.29646975233995,-2.38463658558949,2.22569220093889,-0.241048827369854,-0.175844947563753,-0.37550625064719,1
"170",0,0,0,1,1,0,1,0,0,1,0,2,4,2,2,2,3,5,4,5,3,5,5,50,40,1,2,3,2,1,5,-1.00764804203594,-0.0756366269089835,0.666562192095742,-1.44566761175448,-0.716108093353671,-0.928166497430931,1
"171",1,1,0,1,1,0,0,1,0,0,0,2,2,2,4,2,6,6,5,5,7,20,10,30,40,1,2,3,2,2,4,-1.07364505571057,0.950751610112665,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.727104112557179,2
"173",1,0,0,1,1,1,1,0,0,1,0,3,5,3,4,5,2,3,3,2,3,30,10,20,40,1,2,3,2,2,6,0.145149045386963,-1.26443371147266,-0.418420672887566,0.481439650864317,-0.153573191276726,-0.727104112557179,1
"174",0,1,0,0,0,1,0,0,0,0,0,3,3,1,4,2,2,4,4,5,4,50,0,0,50,1,2,1,4,2,2,-0.834157093078619,-0.318089181908785,-1.41386465826341,1.97531724117302,-1.15099125737671,-0.37550625064719,2
"175",0,1,1,1,1,0,0,1,1,0,0,2,2,5,6,6,4,6,5,5,5,10,0,70,20,2,2,3,3,2,6,0.110841086141396,0.530840650805839,1.98057898955858,-1.0506962652521,-1.22685461803511,-0.551305181602184,2
"176",1,1,1,1,1,0,1,0,1,1,0,7,7,5,7,7,6,7,6,6,5,30,5,15,50,2,4,1,4,3,7,1.90620185496442,1.33233631552755,-0.883669009015879,0.456413751970522,-0.669745375344762,0.48762265881119,2
"177",0,1,0,0,1,0,1,0,0,1,0,1,1,1,7,1,3,3,3,2,4,25,25,40,10,2,2,3,3,1,4,-1.40388126923629,-1.05447823181925,1.15678861485636,0.173627264010002,1.38591124758905,-0.752367566475937,2
"178",0,0,0,0,1,0,1,0,0,1,0,5,2,2,4,3,3,3,3,4,3,20,0,30,50,2,2,3,2,1,4,-0.301905125922158,-0.754000189644497,-0.337078982109518,-0.322023260041179,-1.20518393740671,-0.928166497430931,4
"179",1,1,0,1,1,0,0,0,1,0,0,7,7,7,7,7,7,7,7,7,7,50,1,1,48,2,3,2,4,7,4,2.02924847798588,1.95744987074302,-1.32081499103775,1.98032242095178,-1.04775682056311,0.960838936013887,2
"180",0,0,0,1,0,1,1,0,0,0,0,6,7,2,6,5,6,5,4,6,3,20,40,10,30,1,3,4,4,1,4,1.0343117420263,0.539292719404733,-0.532551118983272,-0.196030392611784,2.93140644304105,-0.245535373228629,1
"181",1,1,0,0,1,0,0,0,0,0,0,5,5,3,5,5,6,5,5,5,5,30,20,40,10,2,2,3,2,1,2,0.600523887438378,0.653972752792038,1.16498580368577,0.543860502605401,0.8775690255421,-0.928166497430931,2
"182",1,0,0,1,1,1,1,1,1,1,0,7,7,5,7,7,4,5,3,5,2,20,20,20,40,2,3,1,4,4,8,1.90620185496442,-0.163635424477032,-0.434815050546395,-0.259026826326481,0.863111252817173,0.357651781392629,4
"183",0,1,0,0,1,1,1,0,0,1,0,3,5,2,3,3,6,6,6,6,2,20,10,30,40,1,3,3,4,2,5,-0.416332369783654,0.969487012713365,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.0444729883548764,2
"184",1,0,0,1,1,1,0,1,0,1,0,4,5,2,5,5,5,5,6,5,6,15,5,10,70,1,2,3,3,1,6,0.351638501181602,0.741971550360086,-1.65109577957235,-0.716994606543566,-0.694437412725267,-0.752367566475937,1
"185",1,1,0,1,1,0,0,0,0,1,0,7,7,6,7,7,7,7,7,7,7,30,10,30,30,1,2,3,2,1,4,1.96772516647515,1.95744987074302,0.234489131429145,0.493808704817811,-0.154775342593972,-0.928166497430931,2
"186",0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,4,3,6,6,3,20,10,30,40,1,2,3,2,1,2,-1.23494644082922,0.253873490886694,-0.0594921141696014,-0.284340516207083,-0.171637417953391,-0.928166497430931,1
"187",0,1,0,1,1,0,1,0,1,1,0,2,3,3,4,3,5,6,5,5,5,30,10,30,30,1,4,1,3,4,6,-0.68881883925292,0.674725684965693,0.234489131429145,0.493808704817811,-0.154775342593972,0.512886112729948,2
"188",1,1,1,1,1,0,1,0,0,1,0,6,6,5,6,7,5,4,5,5,6,15,5,30,50,2,3,1,4,2,6,1.52453988826241,0.411520197792236,-0.345276170938933,-0.692256498636578,-0.69684171535976,-0.0444729883548764,2
"189",0,0,0,1,1,1,1,1,1,1,0,5,5,2,5,5,5,5,6,6,5,20,5,35,40,1,2,3,2,2,8,0.539000575927646,0.859175348700683,0.128169354018795,-0.296997361147384,-0.689011753338673,-0.727104112557179,1
"190",1,0,0,1,1,1,1,0,0,0,0,2,3,4,2,2,5,5,4,5,4,5,5,10,80,1,8,1,5,3,5,-0.998250618411119,0.278203886904283,-1.9450770251711,-1.49514382756846,-0.711299488084686,1.98755463893544,3
"191",0,0,0,1,1,1,1,0,1,1,0,6,6,5,6,6,4,4,4,4,4,20,20,10,50,2,2,1,3,7,7,1.31488618271213,-0.213593357423234,-1.08772485486311,-0.271395880279975,0.864313404134419,0.454006742766579,4
"192",0,0,0,1,1,0,0,0,0,1,0,2,2,1,5,2,4,4,2,2,2,20,20,10,50,1,2,3,2,3,4,-1.05451767466198,-1.04390950854735,-1.08772485486311,-0.271395880279975,0.864313404134419,-0.526041727683426,1
"193",0,1,0,0,0,0,0,0,0,0,1,2,2,2,5,2,3,3,3,3,2,15,30,40,15,2,2,3,2,1,1,-0.992994363151245,-1.00334487897221,1.00160080322757,-0.585680585097844,1.88582243195629,-0.928166497430931,2
"194",0,1,0,1,1,1,1,0,0,1,0,5,5,3,5,6,6,6,6,6,6,15,10,15,60,1,4,2,4,2,6,0.810177592988658,1.2337687946876,-1.18584744344404,-0.691968707649771,-0.178265228657231,0.286560273937437,2
"195",0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,3,3,3,3,15,15,50,20,2,4,1,4,2,1,-1.29646975233995,-1.08115946763851,1.2381303056344,-0.629835646895494,0.334300501459066,0.286560273937437,4
"196",0,1,0,1,0,1,1,0,0,1,0,5,4,2,6,5,5,4,5,4,5,25,25,40,10,2,3,3,3,2,5,0.506002069090333,0.162175508464521,1.15678861485636,0.173627264010002,1.38591124758905,-0.220271919309871,2
"197",0,0,0,0,1,1,1,0,0,0,0,3,3,3,3,3,3,2,4,5,3,30,10,40,20,1,2,3,2,1,4,-0.582107457066201,-0.569550525909507,0.887398935745855,0.506177758771305,-0.155977493911218,-0.928166497430931,1
"198",1,0,0,0,1,1,1,0,0,1,0,6,2,5,6,7,7,7,6,7,6,30,1,9,60,2,2,3,3,2,5,1.06994309067585,1.72556603901512,-1.38644963878187,0.433919222064788,-1.08244269233574,-0.551305181602184,4
"199",0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,2,4,4,4,5,5,20,10,20,50,2,2,3,2,2,1,-1.10910767759391,0.0357513319044811,-0.712401918486312,-0.296709570160577,-0.170435266636145,-0.727104112557179,4
"200",0,0,0,1,0,0,1,0,0,0,0,5,4,2,5,6,4,3,5,3,4,30,20,0,50,1,8,2,4,2,3,0.635005082081287,-0.395692181356556,-1.44665341358107,0.494384286791425,0.882377630811084,1.61069332310669,3
"201",0,1,0,0,0,0,0,0,0,0,1,2,2,1,3,2,4,4,4,4,4,10,0,50,40,1,2,1,4,2,1,-1.21581905978063,-0.213593357423234,0.674759380925156,-1.07543437315908,-1.22445031540062,-0.37550625064719,2
"202",0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,2,5,5,5,5,5,35,0,50,15,1,2,3,2,1,6,-1.23494644082922,0.510087718632185,1.40971249492202,0.86993867940315,-1.18229512700207,-0.928166497430931,1
"203",0,0,0,0,1,1,1,0,0,1,0,2,2,2,4,2,4,4,4,4,4,25,10,35,30,1,2,3,3,2,5,-1.07364505571057,-0.213593357423234,0.413953410788127,0.110918621282111,-0.163807455932305,-0.551305181602184,1
"204",0,0,0,1,1,1,1,0,1,0,0,4,5,3,5,6,4,5,4,4,5,20,10,40,30,2,2,3,4,2,6,0.622815518242614,0.0171150544038333,0.593417690147109,-0.271971462253589,-0.172839569270637,-0.37550625064719,4
"205",0,1,1,1,1,1,0,0,0,1,0,2,2,2,5,2,5,4,4,5,6,20,10,20,50,1,2,2,2,3,6,-0.992994363151245,0.245706811557894,-0.712401918486312,-0.296709570160577,-0.170435266636145,-0.526041727683426,2
"206",0,1,0,1,1,1,1,0,0,1,0,5,6,5,5,6,5,3,4,3,5,30,15,30,25,1,2,3,4,2,6,1.04687341540676,-0.351550087937485,0.373282565399103,0.512650076734859,0.361997917132687,-0.37550625064719,2
"207",1,1,0,0,0,1,0,0,0,0,0,2,2,1,5,3,3,5,2,3,3,20,40,30,10,1,2,3,2,2,2,-0.844863969111697,-0.773811887045979,0.773268489650149,-0.171292284704796,2.92900214040656,-0.727104112557179,2
"208",0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,1,1,80,0,20,0,1,2,1,2,3,3,-1.69348553263628,-2.38463658558949,0.773898687166248,4.33450301215469,-1.10280933393295,-0.526041727683426,1
"209",1,0,0,1,0,0,0,0,0,0,0,3,3,2,4,5,6,5,5,5,5,40,10,10,40,1,2,3,2,2,2,-0.143672664917047,0.653972752792038,-0.77734923160553,1.24721981793572,-0.135508964600061,-0.727104112557179,1
"210",1,0,0,1,1,1,1,0,0,1,0,6,5,3,5,5,1,4,1,1,1,10,5,80,5,2,2,3,3,2,6,0.787885962184422,-1.89072268658897,2.77228222784525,-1.01948583938155,-0.7112835096257,-0.551305181602184,4
"211",1,1,0,1,1,1,1,0,0,0,0,6,6,4,6,6,6,5,5,5,5,20,5,25,50,1,3,3,3,2,5,1.2533628712014,0.653972752792038,-0.524740450297915,-0.309366415100878,-0.687809602021427,-0.220271919309871,2
"212",0,1,0,1,1,0,0,0,0,0,0,3,3,3,4,4,5,4,3,5,5,10,8,12,70,1,3,3,2,2,3,-0.291803058956595,0.0138229798299925,-1.58422838112641,-1.09229058311509,-0.393044924832431,-0.396070850264865,2
"213",1,0,0,1,1,1,1,1,1,1,0,5,5,4,5,5,4,5,3,3,5,25,5,20,50,2,3,3,2,3,8,0.66204719894911,-0.331972575664665,-0.704204729656897,0.0735236684348223,-0.678777488683095,-0.195008465391113,4
"214",1,0,0,0,0,1,0,0,0,0,0,2,6,2,4,2,3,2,2,2,2,20,40,10,30,1,8,1,4,7,2,-0.619048258124013,-1.51707047537422,-0.532551118983272,-0.196030392611784,2.93140644304105,2.61600524747545,3
"215",1,1,0,1,1,0,0,0,0,0,0,5,5,5,4,4,2,6,2,5,3,20,20,10,50,2,3,3,2,3,3,0.433266112350236,-0.386510467204013,-1.08772485486311,-0.271395880279975,0.864313404134419,-0.195008465391113,2
"216",0,0,0,0,0,1,1,0,0,1,0,4,5,2,3,3,3,4,4,5,4,40,15,30,15,1,2,1,3,2,4,-0.228970295037609,-0.174204147748932,0.667263810997849,1.29079929775975,0.378859992492106,-0.551305181602184,1
"218",1,0,0,0,0,0,1,0,0,0,0,3,4,2,5,4,2,4,3,3,3,30,10,50,10,2,6,1,2,7,2,-0.159026478511362,-0.916521501304999,1.54030874006257,0.518546812724799,-0.157179645228465,1.60234086098084,3
"219",1,0,0,1,1,0,0,0,0,1,0,2,2,2,2,2,4,5,4,4,3,25,15,30,30,2,3,3,3,3,4,-1.23494644082922,-0.115025836583286,0.22629194259973,0.123575466222412,0.353566879452977,-0.0192095344361181,4
"220",0,0,0,1,0,1,1,0,0,1,0,6,6,4,6,6,2,2,2,2,3,20,5,40,35,2,4,1,3,5,5,1.2533628712014,-1.59488506404051,0.454624256177151,-0.290812834170637,-0.689612828997296,0.713948497603701,4
"221",0,1,0,1,0,1,1,0,1,0,0,5,6,5,6,6,4,4,6,5,5,20,20,30,30,1,4,1,4,2,5,1.12752410796609,0.367378104373165,0.218094753770315,-0.246657772372987,0.861909101499927,0.286560273937437,2
"222",0,0,0,1,1,0,0,0,0,0,0,2,4,3,4,4,4,4,5,4,5,20,15,35,30,2,2,3,2,2,3,-0.365515934306,0.0182904743046674,0.405756221958712,-0.259314617313288,0.344534766114645,-0.727104112557179,4
"223",0,0,0,1,1,0,0,0,0,1,0,4,4,2,5,5,4,4,3,3,3,88,4,4,4,2,3,1,4,7,4,0.237989301784962,-0.628751432985292,0.0754627439144752,4.95230500018265,-0.673977623756493,0.960838936013887,4
"224",1,0,1,1,1,0,0,0,1,1,0,3,3,2,4,3,3,4,5,3,5,30,0,0,70,2,4,2,4,7,6,-0.562980076017607,-0.308868803689342,-2.0018271494609,0.419018799123233,-1.18471540809555,1.2918721983062,4
"225",1,1,0,1,1,0,0,0,0,0,0,4,4,2,6,5,6,7,7,6,2,10,20,30,40,2,3,3,3,2,3,0.318639994344288,1.29993836528122,-0.0758864918284307,-1.02480699339788,0.845047026140508,-0.220271919309871,2
"226",1,0,0,1,1,1,1,0,0,0,0,6,6,5,7,6,5,6,6,5,4,20,15,30,35,2,3,3,3,2,5,1.39553687527146,0.774468625706475,0.079301319800357,-0.265499144290035,0.345135841773268,-0.220271919309871,4
"227",0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,4,3,2,3,4,5,30,5,15,50,2,8,1,4,2,2,0.132254838207552,-0.786497264990886,-0.883669009015879,0.456413751970522,-0.669745375344762,1.61069332310669,3
"228",0,1,1,1,0,1,1,0,0,1,0,2,2,2,2,3,5,5,6,5,4,20,10,35,35,1,2,3,4,1,6,-1.02529273527894,0.609830659372967,0.266962787988754,-0.278155989230336,-0.172238493612014,-0.576568635520943,2
"229",1,0,0,1,1,1,1,0,0,0,0,2,6,2,5,6,4,5,4,4,4,30,10,20,40,1,7,2,4,5,5,0.300217256636432,-0.0489553910897263,-0.418420672887566,0.481439650864317,-0.153573191276726,1.88284721543563,3
"230",0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,3,5,5,5,5,5,20,20,35,25,1,4,3,3,2,2,-1.00616535423035,0.510087718632185,0.544549655928671,-0.24047324539624,0.861308025841304,0.110761342982442,1
"231",1,0,0,1,0,0,0,0,0,0,0,6,7,5,7,7,6,6,6,6,6,20,0,10,70,2,7,1,2,2,2,1.71883978021838,1.2337687946876,-1.64289859074294,-0.346761367948166,-1.20277963477222,0.928062198904388,4
"232",1,0,0,0,1,0,0,0,0,0,0,4,2,5,6,5,2,3,2,2,3,40,20,10,30,2,5,1,4,7,2,0.275911530083205,-1.430247097707,-0.499762363665613,1.28490256176981,0.898037554853257,1.62290546059851,3
"233",1,1,0,1,0,0,0,0,0,0,0,6,6,4,6,6,5,6,7,7,6,25,10,25,40,2,5,1,4,7,2,1.2533628712014,1.43897139059625,-0.238956393528583,0.0985495673286172,-0.162605304615059,1.62290546059851,3
"234",1,0,0,1,1,1,1,1,1,1,0,4,4,4,4,4,3,5,2,3,4,50,5,40,5,1,3,1,4,7,8,0.0707315266968203,-0.70774144155242,1.33656799297339,2.04363482890405,-0.639026602919039,0.960838936013887,3
