id,cs,alt,choice,none,price,battery1,battery2,battery3,battery4,weight1,weight2,weight3,sound1,sound2,sound3
11,4,2,0,0,110,1,0,0,0,1,0,0,0,1,0
11,4,3,0,0,150,0,0,0,1,0,0,0,0,0,0
11,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,5,1,1,0,70,0,0,0,0,0,0,1,0,1,0
11,5,2,0,0,130,0,0,1,0,0,0,0,0,0,1
11,5,3,0,0,110,0,0,0,1,1,0,0,1,0,0
11,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,6,1,1,0,110,0,0,0,0,0,1,0,0,0,0
11,6,2,0,0,130,1,0,0,0,1,0,0,1,0,0
11,6,3,0,0,90,0,1,0,0,0,0,1,0,0,1
11,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,7,1,0,0,150,1,0,0,0,0,0,1,0,0,0
11,7,2,1,0,110,0,1,0,0,0,0,0,0,1,0
11,7,3,0,0,130,0,0,0,0,0,0,0,1,0,0
11,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,8,1,0,0,90,0,1,0,0,0,0,0,0,1,0
11,8,2,0,0,70,1,0,0,0,0,1,0,1,0,0
11,8,3,1,0,70,0,0,0,1,0,1,0,0,0,0
11,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,9,1,0,0,130,0,0,1,0,1,0,0,0,1,0
11,9,2,0,0,150,0,0,1,0,1,0,0,1,0,0
11,9,3,1,0,70,0,1,0,0,1,0,0,0,0,0
11,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,10,1,0,0,90,1,0,0,0,0,0,1,0,0,1
11,10,2,1,0,70,0,0,0,0,0,0,0,0,0,0
11,10,3,0,0,150,0,0,0,1,0,1,0,0,1,0
11,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,11,1,1,0,130,0,1,0,0,0,1,0,0,0,1
11,11,2,0,0,150,0,0,0,0,0,0,1,0,1,0
11,11,3,0,0,110,1,0,0,0,0,0,0,1,0,0
11,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
11,12,1,0,0,110,0,0,1,0,0,0,1,0,0,1
11,12,2,0,0,90,0,0,1,0,0,1,0,1,0,0
11,12,3,1,0,110,0,0,0,1,1,0,0,0,0,0
11,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,1,1,0,150,1,0,0,0,0,0,1,0,0,1
12,1,2,0,0,130,0,0,0,1,1,0,0,0,1,0
12,1,3,0,0,90,0,0,0,0,0,0,0,1,0,0
12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2,1,0,0,70,0,0,1,0,0,0,0,1,0,0
12,2,2,0,0,90,0,1,0,0,0,1,0,0,0,0
12,2,3,1,0,70,0,1,0,0,1,0,0,0,0,1
12,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,3,1,1,0,110,0,0,0,1,0,0,0,0,0,0
12,3,2,0,0,150,0,0,0,0,1,0,0,1,0,0
12,3,3,0,0,130,1,0,0,0,0,1,0,0,1,0
12,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,4,1,1,0,110,0,0,1,0,0,0,1,0,0,0
12,4,2,0,0,150,0,0,0,0,0,1,0,0,1,0
12,4,3,0,0,130,0,0,0,1,0,0,0,0,0,1
12,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,5,1,0,0,70,1,0,0,0,0,0,1,1,0,0
12,5,2,1,0,90,0,1,0,0,1,0,0,0,0,1
12,5,3,0,0,110,0,1,0,0,0,0,1,0,1,0
12,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,6,1,1,0,70,1,0,0,0,0,1,0,0,0,0
12,6,2,0,0,150,0,0,1,0,0,0,0,0,0,1
12,6,3,0,0,130,0,0,0,0,0,1,0,1,0,0
12,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,7,1,0,0,110,0,1,0,0,0,1,0,1,0,0
12,7,2,1,0,70,0,0,1,0,0,0,1,0,0,0
12,7,3,0,0,90,0,0,0,1,1,0,0,0,1,0
12,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,8,1,0,0,130,0,0,0,0,1,0,0,0,1,0
12,8,2,1,0,90,0,0,0,0,0,0,1,0,0,0
12,8,3,0,0,150,0,0,0,1,0,0,0,0,0,1
12,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,9,1,1,0,70,0,0,1,0,0,0,1,0,1,0
12,9,2,0,0,130,0,1,0,0,1,0,0,0,0,0
12,9,3,0,0,90,1,0,0,0,0,1,0,0,0,1
12,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,10,1,0,0,70,0,0,0,1,0,0,0,1,0,0
12,10,2,1,0,90,0,0,0,0,0,0,0,0,0,1
12,10,3,0,0,130,1,0,0,0,0,0,1,1,0,0
12,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,11,1,0,0,150,0,1,0,0,1,0,0,0,0,0
12,11,2,0,0,150,0,0,1,0,0,0,0,0,1,0
12,11,3,1,0,110,1,0,0,0,0,1,0,0,0,0
12,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12,12,1,1,0,90,0,1,0,0,0,0,1,0,1,0
12,12,2,0,0,110,0,0,0,1,0,1,0,1,0,0
12,12,3,0,0,150,0,0,0,0,1,0,0,0,0,1
12,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,1,1,0,0,110,1,0,0,0,0,0,0,0,0,0
14,1,2,1,0,150,0,0,0,1,0,0,1,0,0,1
14,1,3,0,0,70,0,1,0,0,0,1,0,1,0,0
14,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,2,1,1,0,130,0,0,1,0,0,1,0,0,0,0
14,2,2,0,0,110,0,0,0,0,0,0,1,0,1,0
14,2,3,0,0,90,1,0,0,0,1,0,0,1,0,0
14,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,3,1,1,0,110,0,1,0,0,1,0,0,0,0,1
14,3,2,0,0,90,1,0,0,0,0,0,0,0,1,0
14,3,3,0,0,70,0,0,0,0,1,0,0,0,1,0
14,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,4,1,0,0,130,0,0,0,1,0,0,0,0,0,1
14,4,2,1,0,90,0,0,0,1,0,1,0,0,0,0
14,4,3,0,0,150,0,0,1,0,0,0,1,1,0,0
14,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,5,1,0,0,70,0,1,0,0,0,1,0,0,1,0
14,5,2,0,0,90,0,0,1,0,0,0,0,0,0,1
14,5,3,1,0,150,1,0,0,0,1,0,0,0,0,0
14,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,6,1,0,0,110,1,0,0,0,0,0,0,1,0,0
14,6,2,1,0,130,0,0,0,0,0,0,1,0,0,0
14,6,3,0,0,130,0,1,0,0,0,0,1,1,0,0
14,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,7,1,1,0,70,0,0,0,0,0,1,0,0,0,0
14,7,2,0,0,150,0,0,0,1,0,1,0,0,0,1
14,7,3,0,0,110,0,0,0,1,1,0,0,0,1,0
14,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,8,1,0,0,110,0,0,1,0,0,0,0,1,0,0
14,8,2,1,0,130,0,1,0,0,0,0,1,0,0,1
14,8,3,0,0,70,0,0,0,1,1,0,0,1,0,0
14,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,9,1,0,0,110,1,0,0,0,1,0,0,0,0,1
14,9,2,0,0,150,0,0,1,0,0,0,1,0,1,0
14,9,3,1,0,90,0,0,0,0,0,1,0,0,0,1
14,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,10,1,1,0,70,0,0,1,0,0,0,0,0,0,0
14,10,2,0,0,90,0,0,0,1,0,0,0,1,0,0
14,10,3,0,0,90,0,1,0,0,1,0,0,0,1,0
14,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,11,1,0,0,150,1,0,0,0,0,0,1,0,1,0
14,11,2,1,0,110,0,1,0,0,0,1,0,0,0,0
14,11,3,0,0,130,0,0,0,0,0,0,0,1,0,0
14,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
14,12,1,0,0,130,0,0,0,0,0,0,1,0,0,1
14,12,2,0,0,70,0,0,1,0,1,0,0,0,1,0
14,12,3,1,0,90,0,0,0,1,0,0,1,0,0,0
14,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,1,1,0,0,110,1,0,0,0,0,1,0,0,0,1
15,1,2,0,0,130,0,0,0,1,0,0,0,1,0,0
15,1,3,1,0,150,0,0,0,0,0,1,0,0,1,0
15,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,2,1,0,0,70,0,0,1,0,0,0,0,0,0,1
15,2,2,1,0,150,0,0,0,0,1,0,0,0,0,0
15,2,3,0,0,90,0,1,0,0,0,0,1,0,1,0
15,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,3,1,0,0,90,0,1,0,0,0,1,0,1,0,0
15,3,2,1,0,130,1,0,0,0,1,0,0,0,0,0
15,3,3,0,0,70,1,0,0,0,0,0,1,1,0,0
15,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,4,1,0,0,110,0,0,1,0,1,0,0,0,1,0
15,4,2,0,0,130,1,0,0,0,0,1,0,0,0,1
15,4,3,1,0,70,0,0,0,0,0,0,1,0,0,0
15,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,5,1,0,0,110,0,0,0,0,0,1,0,0,1,0
15,5,2,0,0,70,0,0,0,1,1,0,0,1,0,0
15,5,3,1,0,150,0,0,1,0,0,0,0,0,0,0
15,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,6,1,1,0,90,0,0,0,0,0,0,0,0,0,1
15,6,2,0,0,150,0,1,0,0,0,1,0,0,0,0
15,6,3,0,0,150,0,0,0,1,0,0,1,0,0,1
15,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,7,1,1,0,130,1,0,0,0,0,0,1,0,0,1
15,7,2,0,0,110,0,0,0,1,1,0,0,0,1,0
15,7,3,0,0,90,0,1,0,0,0,0,0,1,0,0
15,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,8,1,0,0,70,0,0,0,1,0,0,0,0,1,0
15,8,2,0,0,130,0,0,1,0,0,1,0,1,0,0
15,8,3,1,0,150,0,0,1,0,0,1,0,0,0,0
15,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,9,1,0,0,90,1,0,0,0,1,0,0,0,0,0
15,9,2,1,0,110,0,1,0,0,0,0,0,0,0,1
15,9,3,0,0,130,0,0,0,0,1,0,0,0,1,0
15,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,10,1,0,0,150,0,1,0,0,1,0,0,1,0,0
15,10,2,1,0,70,0,0,0,1,0,0,1,0,0,0
15,10,3,0,0,90,1,0,0,0,0,1,0,0,1,0
15,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,11,1,0,0,70,1,0,0,0,0,0,0,0,1,0
15,11,2,1,0,150,0,0,1,0,0,0,1,0,0,1
15,11,3,0,0,110,0,0,0,0,0,1,0,1,0,0
15,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15,12,1,0,0,110,0,1,0,0,1,0,0,0,0,1
15,12,2,0,0,130,1,0,0,0,0,1,0,1,0,0
15,12,3,1,0,90,0,0,0,1,1,0,0,0,0,0
15,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,0,130,1,0,0,0,0,1,0,0,1,0
22,1,2,0,0,90,0,0,1,0,0,0,0,1,0,0
22,1,3,1,0,110,0,0,0,1,0,0,1,0,0,1
22,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,2,1,0,0,70,0,0,0,1,1,0,0,1,0,0
22,2,2,1,0,130,0,0,0,0,0,1,0,0,0,1
22,2,3,0,0,70,0,0,0,0,0,0,1,0,1,0
22,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,3,1,0,0,110,1,0,0,0,0,0,0,0,1,0
22,3,2,1,0,90,0,1,0,0,0,1,0,0,0,0
22,3,3,0,0,110,0,0,0,0,1,0,0,1,0,0
22,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,4,1,0,0,90,0,1,0,0,0,0,0,0,0,1
22,4,2,1,0,150,0,0,1,0,0,1,0,0,0,0
22,4,3,0,0,150,0,0,0,0,0,0,1,1,0,0
22,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,1,1,0,130,0,0,0,0,0,0,1,0,0,0
22,5,2,0,0,150,0,0,0,1,0,0,0,1,0,0
22,5,3,0,0,90,0,0,1,0,1,0,0,0,1,0
22,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,6,1,0,0,110,0,0,0,1,0,1,0,0,1,0
22,6,2,1,0,90,0,0,1,0,1,0,0,0,0,1
22,6,3,0,0,130,1,0,0,0,1,0,0,1,0,0
22,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,7,1,0,0,150,0,1,0,0,1,0,0,0,0,0
22,7,2,1,0,70,0,0,0,1,0,0,1,0,0,1
22,7,3,0,0,110,1,0,0,0,0,0,0,0,0,0
22,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,8,1,0,0,70,0,0,0,0,0,0,0,1,0,0
22,8,2,0,0,130,0,0,0,1,0,1,0,0,1,0
22,8,3,1,0,110,0,0,1,0,0,0,1,0,0,1
22,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,9,1,0,0,90,0,1,0,0,1,0,0,0,1,0
22,9,2,1,0,130,0,0,1,0,0,1,0,0,0,1
22,9,3,0,0,150,1,0,0,0,0,0,1,0,0,0
22,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,10,1,0,0,90,0,0,0,0,0,0,0,0,1,0
22,10,2,0,0,130,0,1,0,0,0,0,0,0,0,1
22,10,3,0,0,90,0,1,0,0,1,0,0,1,0,0
22,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0
22,11,1,0,0,130,1,0,0,0,0,0,1,1,0,0
22,11,2,1,0,150,0,0,0,1,1,0,0,0,0,0
22,11,3,0,0,70,0,0,1,0,0,0,1,1,0,0
22,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,12,1,0,0,110,0,0,0,0,1,0,0,0,0,1
22,12,2,1,0,70,0,0,0,0,0,1,0,0,0,1
22,12,3,0,0,90,0,0,0,1,0,0,0,0,0,0
22,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,1,1,0,0,150,0,1,0,0,0,1,0,1,0,0
23,1,2,0,0,130,0,0,1,0,0,0,1,0,1,0
23,1,3,1,0,90,1,0,0,0,0,1,0,0,0,0
23,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2,1,0,0,110,0,1,0,0,0,1,0,0,1,0
23,2,2,0,0,70,0,0,1,0,0,0,0,0,0,1
23,2,3,1,0,110,0,0,0,1,1,0,0,0,0,0
23,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,3,1,0,0,150,0,0,0,0,0,0,0,0,1,0
23,3,2,0,0,70,0,0,1,0,0,0,1,1,0,0
23,3,3,1,0,70,0,1,0,0,0,0,0,0,0,0
23,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,4,1,0,0,90,0,0,0,1,0,1,0,1,0,0
23,4,2,1,0,110,0,1,0,0,0,0,0,1,0,0
23,4,3,0,0,130,1,0,0,0,1,0,0,0,1,0
23,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,5,1,0,0,90,1,0,0,0,1,0,0,0,0,1
23,5,2,0,0,150,0,0,0,0,1,0,0,0,1,0
23,5,3,1,0,70,0,0,0,1,0,0,1,0,1,0
23,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,6,1,0,0,150,0,0,1,0,0,0,1,0,0,1
23,6,2,0,0,130,0,0,0,0,0,1,0,0,1,0
23,6,3,1,0,110,0,0,1,0,0,1,0,0,0,0
23,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,7,1,1,0,110,0,1,0,0,0,0,1,0,0,0
23,7,2,0,0,150,1,0,0,0,0,0,0,1,0,0
23,7,3,0,0,130,0,0,0,1,1,0,0,0,0,1
23,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,8,1,1,0,90,1,0,0,0,0,0,1,1,0,0
23,8,2,0,0,130,1,0,0,0,0,0,0,0,0,1
23,8,3,0,0,110,0,0,0,0,0,1,0,0,0,0
23,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,9,1,0,0,90,1,0,0,0,0,0,1,0,1,0
23,9,2,0,0,150,0,1,0,0,1,0,0,0,0,1
23,9,3,1,0,70,0,0,0,0,0,1,0,0,0,0
23,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,10,1,1,0,70,0,1,0,0,0,0,0,0,1,0
23,10,2,0,0,150,0,0,1,0,0,1,0,1,0,0
23,10,3,0,0,90,0,0,0,1,0,0,1,0,0,1
23,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,11,1,0,0,70,0,1,0,0,0,1,0,1,0,0
23,11,2,0,0,130,0,0,0,0,0,0,1,0,0,0
23,11,3,1,0,110,0,0,0,1,0,0,0,0,0,1
23,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
23,12,1,0,0,130,0,0,1,0,1,0,0,0,0,0
23,12,2,1,0,110,0,0,0,0,0,0,0,0,1,0
23,12,3,0,0,150,1,0,0,0,1,0,0,0,1,0
23,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1,1,0,0,110,0,0,1,0,1,0,0,1,0,0
24,1,2,0,0,70,1,0,0,0,0,0,0,0,1,0
24,1,3,1,0,90,0,0,0,0,0,1,0,0,0,0
24,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,2,1,0,0,150,0,0,0,1,0,1,0,0,0,1
24,2,2,0,0,110,0,0,0,1,0,0,1,1,0,0
24,2,3,1,0,70,0,1,0,0,1,0,0,1,0,0
24,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,3,1,0,0,150,1,0,0,0,0,0,1,0,0,1
24,3,2,0,0,130,0,1,0,0,0,0,0,1,0,0
24,3,3,1,0,90,0,0,1,0,0,1,0,0,0,0
24,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,4,1,1,0,70,0,0,1,0,1,0,0,0,1,0
24,4,2,0,0,130,0,0,0,1,0,0,0,0,1,0
24,4,3,0,0,90,0,0,0,0,0,0,1,0,0,0
24,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,5,1,1,0,70,0,0,0,0,0,0,1,0,0,0
24,5,2,0,0,110,0,1,0,0,0,0,0,0,0,1
24,5,3,0,0,130,0,1,0,0,0,1,0,0,0,1
24,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,6,1,0,0,90,0,0,1,0,0,0,0,1,0,0
24,6,2,0,0,150,1,0,0,0,0,1,0,0,1,0
24,6,3,1,0,150,0,0,0,1,1,0,0,0,0,0
24,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,7,1,0,0,90,0,0,0,1,1,0,0,0,0,1
24,7,2,1,0,70,0,0,0,0,1,0,0,0,0,1
24,7,3,0,0,130,1,0,0,0,0,0,1,0,1,0
24,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,8,1,0,0,130,0,0,0,1,1,0,0,1,0,0
24,8,2,0,0,110,0,1,0,0,0,0,1,0,1,0
24,8,3,1,0,70,0,0,1,0,0,0,0,1,0,0
24,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,9,1,0,0,110,1,0,0,0,0,0,0,0,0,1
24,9,2,1,0,90,0,0,0,0,0,0,1,1,0,0
24,9,3,0,0,150,0,0,1,0,0,1,0,0,0,0
24,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,10,1,1,0,90,0,0,0,1,0,0,1,0,1,0
24,10,2,0,0,110,1,0,0,0,1,0,0,1,0,0
24,10,3,0,0,130,0,0,1,0,0,1,0,0,0,0
24,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,11,1,0,0,90,0,1,0,0,0,0,0,0,0,0
24,11,2,0,0,150,0,0,0,0,0,0,1,0,0,0
24,11,3,1,0,110,0,0,0,0,0,1,0,0,0,1
24,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
24,12,1,0,0,130,1,0,0,0,1,0,0,1,0,0
24,12,2,1,0,70,0,0,1,0,0,1,0,0,0,1
24,12,3,0,0,90,0,0,0,1,0,0,0,0,1,0
24,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
